168,0,-11,38.75955926,2
421,-3,-21,36.47947636666667,2
410,0,-26,29.715870849999998,2
80,0,-38,66.83217439473685,3
79,0,-39,51.68202107317073,3
76,-3,-39,51.68202107317073,3
73,-3,-36,51.68202107317073,3
87,-4,-26,66.83217439473685,2
78,0,-59,51.68202107317073,3
77,-2,-46,51.68202107317073,3
74,-4,-60,38.630695369565224,3
75,-4,-57,56.535625769230776,3
58,-9,-53,58.30899935294118,2
55,-10,-54,38.630695369565224,2
54,-10,-56,54.08668357142859,2
59,-9,-50,66.83217439473685,3
48,-13,-55,51.68202107317073,2
45,-14,-56,38.75955926,2
44,-14,-57,38.75955926,2
43,-14,-58,54.08668357142859,2
46,-14,-50,38.630695369565224,2
40,-15,-54,38.75955926,2
39,-16,-53,38.75955926,2
36,-17,-56,38.630695369565224,2
41,-15,-50,38.75955926,2
37,-17,-52,38.75955926,2
32,-18,-52,38.75955926,2
38,-17,-48,38.75955926,1
57,-10,-43,58.30899935294118,2
56,-10,-45,38.75955926,2
53,-11,-47,29.715870849999998,2
51,-12,-46,38.75955926,2
72,-7,-29,56.535625769230776,3
156,-8,-9,29.715870849999998,2
164,-3,-3,38.75955926,2
147,-12,-1,66.83217439473685,3
126,-24,-2,38.630695369565224,2
118,-26,-2,38.75955926,2
154,-10,-3,51.68202107317073,3
125,-24,-4,38.75955926,2
124,-24,-5,36.47947636666667,2
146,-12,-5,38.630695369565224,2
158,-7,-6,38.630695369565224,2
117,-26,-7,29.715870849999998,2
116,-26,-9,29.715870849999998,2
153,-10,-9,51.68202107317073,3
121,-25,-10,51.68202107317073,3
110,-28,-13,66.83217439473685,3
132,-20,-13,38.630695369565224,2
83,-13,-16,66.83217439473685,3
86,-6,-16,66.83217439473685,3
195,12,0,38.630695369565224,2
174,5,-1,58.30899935294118,3
173,4,-1,66.83217439473685,3
383,22,-2,29.715870849999998,2
367,37,0,38.75955926,2
369,38,0,38.630695369565224,2
370,39,0,38.630695369565224,2
377,54,0,38.75955926,2
379,63,-1,58.30899935294118,3
354,31,-1,38.75955926,2
408,63,-3,38.630695369565224,2
406,61,-4,15.954770781249994,1
407,63,-5,38.630695369565224,2
405,61,-7,29.715870849999998,2
404,61,-9,29.715870849999998,2
393,33,-4,29.715870849999998,2
179,6,-4,51.68202107317073,2
401,45,-7,38.630695369565224,2
403,49,-8,15.954770781249994,1
427,35,-7,38.75955926,2
396,37,-8,29.715870849999998,2
426,26,-9,51.68202107317073,3
409,20,-11,29.715870849999998,2
188,9,-9,66.83217439473685,3
415,1,-14,38.75955926,2
420,3,-14,38.630695369565224,2
88,3,-26,66.83217439473685,3
98,10,-58,66.83217439473685,3
101,14,-58,66.83217439473685,3
95,6,-53,66.83217439473685,3
89,4,-23,66.83217439473685,3
90,4,-22,66.83217439473685,3
178,6,-9,66.83217439473685,3
177,6,-13,66.83217439473685,3
91,6,-21,66.83217439473685,3
96,6,-31,66.83217439473685,3
170,1,26,66.83217439473685,3
169,1,8,66.83217439473685,3
171,2,28,29.715870849999998,2
172,3,21,56.535625769230776,3
176,5,17,38.630695369565224,2
175,5,12,66.83217439473685,3
180,6,8,58.30899935294118,3
181,6,15,29.715870849999998,2
183,7,30,56.535625769230776,3
182,7,20,29.715870849999998,2
187,8,30,38.630695369565224,2
184,7,33,38.75955926,2
192,9,24,38.630695369565224,2
191,9,16,29.715870849999998,2
190,9,2,66.83217439473685,3
194,10,14,29.715870849999998,2
196,12,16,29.715870849999998,2
197,13,12,66.83217439473685,3
428,14,7,38.75955926,2
198,14,16,38.630695369565224,2
200,15,28,15.954770781249994,1
199,15,24,38.630695369565224,2
202,16,12,44.05032948484849,2
203,16,20,54.08668357142859,3
204,16,29,66.83217439473685,3
382,17,24,29.715870849999998,2
381,17,6,29.715870849999998,2
418,42,1,38.630695369565224,2
373,40,1,44.05032948484849,2
355,32,1,38.630695369565224,2
351,30,1,38.630695369565224,2
387,24,1,29.715870849999998,2
356,32,2,38.75955926,2
400,43,3,29.715870849999998,2
371,39,3,54.08668357142859,2
360,33,3,38.630695369565224,2
388,25,3,21.222749878787873,1
372,39,4,38.75955926,2
374,44,4,38.630695369565224,2
380,63,5,29.715870849999998,2
392,32,5,29.715870849999998,2
357,32,6,51.68202107317073,3
365,36,6,38.75955926,2
397,37,6,29.715870849999998,2
399,42,6,29.715870849999998,2
402,48,6,21.222749878787873,1
350,29,8,38.75955926,2
394,33,8,21.222749878787873,1
423,41,8,38.630695369565224,2
375,50,8,38.75955926,2
376,53,8,44.05032948484849,2
378,54,8,38.75955926,2
413,-1,1,29.715870849999998,2
111,-28,2,38.75955926,2
103,-30,2,38.630695369565224,2
151,-11,3,66.83217439473685,3
160,-6,15,66.83217439473685,3
119,-26,6,29.715870849999998,2
112,-28,6,56.535625769230776,3
113,-28,7,66.83217439473685,3
133,-20,9,38.75955926,2
138,-15,10,38.630695369565224,2
129,-21,10,66.83217439473685,3
139,-15,11,58.30899935294118,3
104,-30,13,38.630695369565224,2
105,-30,14,58.30899935294118,3
143,-13,16,29.715870849999998,2
